id,time,values
1,2023:01:02 09:40:11,2790.1
2,2023:01:02 09:40:11,1534.3
3,2023:01:02 09:40:11,587.6
1,2023:01:02 09:40:41,173.1
2,2023:01:02 09:40:41,2750
3,2023:01:02 09:40:41,1564.8
1,2023:01:02 09:41:11,1361.3
2,2023:01:02 09:41:11,25.3
3,2023:01:02 09:41:11,2031.1
1,2023:01:02 09:41:41,969.3
2,2023:01:02 09:41:41,633.2
3,2023:01:02 09:41:41,2745.1
1,2023:01:02 09:42:11,181.4
2,2023:01:02 09:42:11,3159.9
3,2023:01:02 09:42:11,21.6
1,2023:01:02 09:42:41,2321.2
2,2023:01:02 09:42:41,683.4
3,2023:01:02 09:42:41,384.9
1,2023:01:02 09:43:11,3225.2
2,2023:01:02 09:43:11,2091.2
3,2023:01:02 09:43:11,1014.1
1,2023:01:02 09:43:41,2320.9
2,2023:01:02 09:43:41,2745
3,2023:01:02 09:43:41,918
1,2023:01:02 09:44:11,1756.9
2,2023:01:02 09:44:11,953.5
3,2023:01:02 09:44:11,456.2
1,2023:01:02 09:44:41,2336.5
2,2023:01:02 09:44:41,2511.1
3,2023:01:02 09:44:41,1281.7
1,2023:01:02 09:45:11,1101.1
2,2023:01:02 09:45:11,76.3
3,2023:01:02 09:45:11,3132.1
1,2023:01:02 09:45:41,3260.6
2,2023:01:02 09:45:41,1334.5
3,2023:01:02 09:45:41,3144.3
1,2023:01:02 09:46:11,985
2,2023:01:02 09:46:11,2259.3
3,2023:01:02 09:46:11,1866.4
1,2023:01:02 09:46:41,1444.2
2,2023:01:02 09:46:41,2744.4
3,2023:01:02 09:46:41,1583.3
1,2023:01:02 09:47:11,3073.6
2,2023:01:02 09:47:11,650.2
3,2023:01:02 09:47:11,2102.5
1,2023:01:02 09:47:41,2755.9
2,2023:01:02 09:47:41,1795.3
3,2023:01:02 09:47:41,1100.7
1,2023:01:02 09:48:11,900.6
2,2023:01:02 09:48:11,3154.3
3,2023:01:02 09:48:11,2112.9
1,2023:01:02 09:48:41,275.1
2,2023:01:02 09:48:41,2107
3,2023:01:02 09:48:41,2739.5
1,2023:01:02 09:49:11,2122.8
2,2023:01:02 09:49:11,1754.1
3,2023:01:02 09:49:11,3005.9
1,2023:01:02 09:49:41,322
2,2023:01:02 09:49:41,2271.5
3,2023:01:02 09:49:41,2094.4
1,2023:01:02 09:50:11,2217.8
2,2023:01:02 09:50:11,765.8
3,2023:01:02 09:50:11,538.4
1,2023:01:02 09:50:41,773.8
2,2023:01:02 09:50:41,3038.3
3,2023:01:02 09:50:41,463.8
1,2023:01:02 09:51:11,373.7
2,2023:01:02 09:51:11,1363.5
3,2023:01:02 09:51:11,503
1,2023:01:02 09:51:41,1978.2
2,2023:01:02 09:51:41,3231.5
3,2023:01:02 09:51:41,3208
1,2023:01:02 09:52:11,202.1
2,2023:01:02 09:52:11,2242.5
3,2023:01:02 09:52:11,1775.2
1,2023:01:02 09:52:41,920.4
2,2023:01:02 09:52:41,544.6
3,2023:01:02 09:52:41,1941.2
1,2023:01:02 09:53:11,1300.4
2,2023:01:02 09:53:11,804.5
3,2023:01:02 09:53:11,2882.5
1,2023:01:02 09:53:41,124.4
2,2023:01:02 09:53:41,254.9
3,2023:01:02 09:53:41,2699.4
1,2023:01:02 09:54:11,852.9
2,2023:01:02 09:54:11,2013.2
3,2023:01:02 09:54:11,0.9
1,2023:01:02 09:54:41,2231.6
2,2023:01:02 09:54:41,242.9
3,2023:01:02 09:54:41,776.1
1,2023:01:02 09:55:11,913.3
2,2023:01:02 09:55:11,1293
3,2023:01:02 09:55:11,1074.6
1,2023:01:02 09:55:41,553.2
2,2023:01:02 09:55:41,2528.3
3,2023:01:02 09:55:41,3087.3
1,2023:01:02 09:56:11,3043.9
2,2023:01:02 09:56:11,2188
3,2023:01:02 09:56:11,883.5
1,2023:01:02 09:56:41,2498.7
2,2023:01:02 09:56:41,2057
3,2023:01:02 09:56:41,2558.9
1,2023:01:02 09:57:11,762.9
2,2023:01:02 09:57:11,556
3,2023:01:02 09:57:11,2952.1
1,2023:01:02 09:57:41,1059.7
2,2023:01:02 09:57:41,3218.9
3,2023:01:02 09:57:41,1316.3
1,2023:01:02 09:58:11,3044.4
2,2023:01:02 09:58:11,1862.1
3,2023:01:02 09:58:11,2470.5
1,2023:01:02 09:58:41,281.5
2,2023:01:02 09:58:41,1071.3
3,2023:01:02 09:58:41,2233.4
1,2023:01:02 09:59:11,1699.9
2,2023:01:02 09:59:11,1313.7
3,2023:01:02 09:59:11,2561.5
1,2023:01:02 09:59:41,1416.4
2,2023:01:02 09:59:41,3205.8
3,2023:01:02 09:59:41,2351.1
1,2023:01:02 10:00:11,838.3
2,2023:01:02 10:00:11,684.6
3,2023:01:02 10:00:11,2094.3
1,2023:01:02 10:00:41,3273.7
2,2023:01:02 10:00:41,2983.1
3,2023:01:02 10:00:41,2865.5
1,2023:01:02 10:01:11,1225.1
2,2023:01:02 10:01:11,2435.1
3,2023:01:02 10:01:11,1329
1,2023:01:02 10:01:41,1605.2
2,2023:01:02 10:01:41,1229.5
3,2023:01:02 10:01:41,2442
1,2023:01:02 10:02:11,2406.1
2,2023:01:02 10:02:11,1436
3,2023:01:02 10:02:11,2976.7
1,2023:01:02 10:02:41,1527.3
2,2023:01:02 10:02:41,803.4
3,2023:01:02 10:02:41,3213.3
1,2023:01:02 10:03:11,2519.1
2,2023:01:02 10:03:11,930.1
3,2023:01:02 10:03:11,37.8
1,2023:01:02 10:03:41,2538.7
2,2023:01:02 10:03:41,2787.9
3,2023:01:02 10:03:41,1350
1,2023:01:02 10:04:11,661.5
2,2023:01:02 10:04:11,1270.9
3,2023:01:02 10:04:11,2407.2
1,2023:01:02 10:04:41,2506.1
2,2023:01:02 10:04:41,1995.2
3,2023:01:02 10:04:41,1097
1,2023:01:02 10:05:11,2282.3
2,2023:01:02 10:05:11,1806.4
3,2023:01:02 10:05:11,3253.7
1,2023:01:02 10:05:41,2205
2,2023:01:02 10:05:41,161
3,2023:01:02 10:05:41,2879.1
1,2023:01:02 10:06:11,1297.8
2,2023:01:02 10:06:11,2244.3
3,2023:01:02 10:06:11,716.1
1,2023:01:02 10:06:41,482.1
2,2023:01:02 10:06:41,271.8
3,2023:01:02 10:06:41,2229.8
1,2023:01:02 10:07:11,1518.3
2,2023:01:02 10:07:11,1693.3
3,2023:01:02 10:07:11,869.5
1,2023:01:02 10:07:41,1470.9
2,2023:01:02 10:07:41,2107.2
3,2023:01:02 10:07:41,746.8
1,2023:01:02 10:08:11,870.3
2,2023:01:02 10:08:11,1286.4
3,2023:01:02 10:08:11,3084.5
1,2023:01:02 10:08:41,184.9
2,2023:01:02 10:08:41,905
3,2023:01:02 10:08:41,2864.6
1,2023:01:02 10:09:11,3114.2
2,2023:01:02 10:09:11,2244.4
3,2023:01:02 10:09:11,1215.5
1,2023:01:02 10:09:41,2645.9
2,2023:01:02 10:09:41,76.8
3,2023:01:02 10:09:41,888.5
1,2023:01:02 10:10:11,3030.1
2,2023:01:02 10:10:11,76.8
3,2023:01:02 10:10:11,984.7
1,2023:01:02 10:10:41,3260.6
2,2023:01:02 10:10:41,318.7
3,2023:01:02 10:10:41,1453.5
1,2023:01:02 10:11:11,1030.9
2,2023:01:02 10:11:11,2836.4
3,2023:01:02 10:11:11,1763.3
1,2023:01:02 10:11:41,1935.1
2,2023:01:02 10:11:41,1914
3,2023:01:02 10:11:41,1862.5
1,2023:01:02 10:12:11,3172.4
2,2023:01:02 10:12:11,1534.6
3,2023:01:02 10:12:11,320
1,2023:01:02 10:12:41,2083.8
2,2023:01:02 10:12:41,2603.1
3,2023:01:02 10:12:41,1122.1
1,2023:01:02 10:13:11,321.7
2,2023:01:02 10:13:11,2362.4
3,2023:01:02 10:13:11,1358.4
1,2023:01:02 10:13:41,1481.5
2,2023:01:02 10:13:41,234.4
3,2023:01:02 10:13:41,835.2
1,2023:01:02 10:14:11,1201.9
2,2023:01:02 10:14:11,607
3,2023:01:02 10:14:11,1136.7
1,2023:01:02 10:14:41,891.9
2,2023:01:02 10:14:41,3217.4
3,2023:01:02 10:14:41,2448.7
1,2023:01:02 10:15:11,703
2,2023:01:02 10:15:11,2234.5
3,2023:01:02 10:15:11,2271.6
1,2023:01:02 10:15:41,2804.4
2,2023:01:02 10:15:41,3169.9
3,2023:01:02 10:15:41,2516.2
1,2023:01:02 10:16:11,2168.5
2,2023:01:02 10:16:11,1611.5
3,2023:01:02 10:16:11,2532.1
1,2023:01:02 10:16:41,650.2
2,2023:01:02 10:16:41,2854.1
3,2023:01:02 10:16:41,780.4
1,2023:01:02 10:17:11,2557.3
2,2023:01:02 10:17:11,1073.3
3,2023:01:02 10:17:11,1145.2
1,2023:01:02 10:17:41,781.1
2,2023:01:02 10:17:41,1222.9
3,2023:01:02 10:17:41,222.4
1,2023:01:02 10:18:11,2215.9
2,2023:01:02 10:18:11,998.3
3,2023:01:02 10:18:11,3166.5
1,2023:01:02 10:18:41,384.5
2,2023:01:02 10:18:41,1395
3,2023:01:02 10:18:41,682.6
1,2023:01:02 10:19:11,859.1
2,2023:01:02 10:19:11,2689.7
3,2023:01:02 10:19:11,2321.3
1,2023:01:02 10:19:41,2237.1
2,2023:01:02 10:19:41,1198.6
3,2023:01:02 10:19:41,1466.2
1,2023:01:02 10:20:11,1519
2,2023:01:02 10:20:11,558.4
3,2023:01:02 10:20:11,2190.6
1,2023:01:02 10:20:41,541.8
2,2023:01:02 10:20:41,2162.2
3,2023:01:02 10:20:41,2771.9
1,2023:01:02 10:21:11,2966.6
2,2023:01:02 10:21:11,1621.8
3,2023:01:02 10:21:11,199.1
1,2023:01:02 10:21:41,3095.9
2,2023:01:02 10:21:41,956.6
3,2023:01:02 10:21:41,1710.3
1,2023:01:02 10:22:11,2327.9
2,2023:01:02 10:22:11,3049.8
3,2023:01:02 10:22:11,486.7
1,2023:01:02 10:22:41,2134.5
2,2023:01:02 10:22:41,2610.3
3,2023:01:02 10:22:41,1743
1,2023:01:02 10:23:11,3002
2,2023:01:02 10:23:11,602.5
3,2023:01:02 10:23:11,153.4
1,2023:01:02 10:23:41,582.1
2,2023:01:02 10:23:41,3183.3
3,2023:01:02 10:23:41,1623.5
1,2023:01:02 10:24:11,1028.7
2,2023:01:02 10:24:11,2839.3
3,2023:01:02 10:24:11,482.7
1,2023:01:02 10:24:41,334.8
2,2023:01:02 10:24:41,1662.4
3,2023:01:02 10:24:41,3269.2
1,2023:01:02 10:25:11,1191.8
2,2023:01:02 10:25:11,1280
3,2023:01:02 10:25:11,1724.4
1,2023:01:02 10:25:41,643.1
2,2023:01:02 10:25:41,908.6
3,2023:01:02 10:25:41,969.5
1,2023:01:02 10:26:11,1150.8
2,2023:01:02 10:26:11,2175.3
3,2023:01:02 10:26:11,1159.7
1,2023:01:02 10:26:41,2319.2
2,2023:01:02 10:26:41,3112.1
3,2023:01:02 10:26:41,281.9
1,2023:01:02 10:27:11,890.7
2,2023:01:02 10:27:11,2907.1
3,2023:01:02 10:27:11,502.2
1,2023:01:02 10:27:41,2056.1
2,2023:01:02 10:27:41,199.1
3,2023:01:02 10:27:41,2205.2
1,2023:01:02 10:28:11,525.1
2,2023:01:02 10:28:11,152.3
3,2023:01:02 10:28:11,2896.5
1,2023:01:02 10:28:41,2495.6
2,2023:01:02 10:28:41,2698
3,2023:01:02 10:28:41,1506.1
1,2023:01:02 10:29:11,2846.5
2,2023:01:02 10:29:11,2752.3
3,2023:01:02 10:29:11,1230
1,2023:01:02 10:29:41,2582.8
2,2023:01:02 10:29:41,2923.5
3,2023:01:02 10:29:41,2795.3
1,2023:01:02 10:30:11,2461.2
2,2023:01:02 10:30:11,1368.2
3,2023:01:02 10:30:11,2387.6
1,2023:01:02 10:30:41,615.7
2,2023:01:02 10:30:41,528.9
3,2023:01:02 10:30:41,329.2
1,2023:01:02 10:31:11,1519.9
2,2023:01:02 10:31:11,177.6
3,2023:01:02 10:31:11,246.1
1,2023:01:02 10:31:41,2084.2
2,2023:01:02 10:31:41,1913.1
3,2023:01:02 10:31:41,2766
1,2023:01:02 10:32:11,870
2,2023:01:02 10:32:11,1163.8
3,2023:01:02 10:32:11,2108
1,2023:01:02 10:32:41,2462
2,2023:01:02 10:32:41,254.5
3,2023:01:02 10:32:41,3092.9
1,2023:01:02 10:33:11,3016.8
2,2023:01:02 10:33:11,1414.1
3,2023:01:02 10:33:11,1876.2
1,2023:01:02 10:33:41,2083.4
2,2023:01:02 10:33:41,3163.3
3,2023:01:02 10:33:41,3227
1,2023:01:02 10:34:11,2308.2
2,2023:01:02 10:34:11,1000
3,2023:01:02 10:34:11,1456
1,2023:01:02 10:34:41,136.4
2,2023:01:02 10:34:41,614.1
3,2023:01:02 10:34:41,1609.9
1,2023:01:02 10:35:11,633.6
2,2023:01:02 10:35:11,766.5
3,2023:01:02 10:35:11,683.3
1,2023:01:02 10:35:41,2902.9
2,2023:01:02 10:35:41,2882.7
3,2023:01:02 10:35:41,2725.4
1,2023:01:02 10:36:11,2102.8
2,2023:01:02 10:36:11,1031.9
3,2023:01:02 10:36:11,598.4
1,2023:01:02 10:36:41,2711
2,2023:01:02 10:36:41,3016.8
3,2023:01:02 10:36:41,2441.7
1,2023:01:02 10:37:11,2939.7
2,2023:01:02 10:37:11,812.5
3,2023:01:02 10:37:11,740.6
1,2023:01:02 10:37:41,1141
2,2023:01:02 10:37:41,2846.3
3,2023:01:02 10:37:41,3204.8
1,2023:01:02 10:38:11,469
2,2023:01:02 10:38:11,496.9
3,2023:01:02 10:38:11,534.4
1,2023:01:02 10:38:41,2859.9
2,2023:01:02 10:38:41,1464.3
3,2023:01:02 10:38:41,1015.5
1,2023:01:02 10:39:11,1246.4
2,2023:01:02 10:39:11,1453.7
3,2023:01:02 10:39:11,555.8
1,2023:01:02 10:39:41,1720.6
2,2023:01:02 10:39:41,1691.1
3,2023:01:02 10:39:41,2941.4
1,2023:01:02 10:40:11,1994.7
2,2023:01:02 10:40:11,2129.3
3,2023:01:02 10:40:11,912.9
1,2023:01:02 10:40:41,2658.7
2,2023:01:02 10:40:41,1408
3,2023:01:02 10:40:41,8.5
1,2023:01:02 10:41:11,876.4
2,2023:01:02 10:41:11,723.4
3,2023:01:02 10:41:11,1707.6
1,2023:01:02 10:41:41,1401.5
2,2023:01:02 10:41:41,3011.8
3,2023:01:02 10:41:41,1338.4
1,2023:01:02 10:42:11,2484.7
2,2023:01:02 10:42:11,2064.8
3,2023:01:02 10:42:11,2054.7
1,2023:01:02 10:42:41,555.5
2,2023:01:02 10:42:41,1083.2
3,2023:01:02 10:42:41,2678.1
1,2023:01:02 10:43:11,3083.7
2,2023:01:02 10:43:11,2742.7
3,2023:01:02 10:43:11,2589.6
1,2023:01:02 10:43:41,585.9
2,2023:01:02 10:43:41,832.4
3,2023:01:02 10:43:41,2779.9
1,2023:01:02 10:44:11,1565.3
2,2023:01:02 10:44:11,770.1
3,2023:01:02 10:44:11,2884.1
1,2023:01:02 10:44:41,440.4
2,2023:01:02 10:44:41,1572.9
3,2023:01:02 10:44:41,1921.5
1,2023:01:02 10:45:11,3056.5
2,2023:01:02 10:45:11,365
3,2023:01:02 10:45:11,2553.2
1,2023:01:02 10:45:41,308.3
2,2023:01:02 10:45:41,2971.9
3,2023:01:02 10:45:41,1829.6
1,2023:01:02 10:46:11,2443.9
2,2023:01:02 10:46:11,77.8
3,2023:01:02 10:46:11,1223.8
1,2023:01:02 10:46:41,524.1
2,2023:01:02 10:46:41,2080.3
3,2023:01:02 10:46:41,600.6
1,2023:01:02 10:47:11,2262
2,2023:01:02 10:47:11,3267
3,2023:01:02 10:47:11,784.9
1,2023:01:02 10:47:41,1920.5
2,2023:01:02 10:47:41,452.4
3,2023:01:02 10:47:41,2507.8
1,2023:01:02 10:48:11,1178.7
2,2023:01:02 10:48:11,2198.4
3,2023:01:02 10:48:11,1262.9
1,2023:01:02 10:48:41,13.9
2,2023:01:02 10:48:41,789.8
3,2023:01:02 10:48:41,1997.3
1,2023:01:02 10:49:11,2263.8
2,2023:01:02 10:49:11,381.5
3,2023:01:02 10:49:11,2100.2
1,2023:01:02 10:49:41,2404.1
2,2023:01:02 10:49:41,2448.5
3,2023:01:02 10:49:41,1506.3
1,2023:01:02 10:50:11,2221.1
2,2023:01:02 10:50:11,2006.6
3,2023:01:02 10:50:11,1882.7
1,2023:01:02 10:50:41,958.3
2,2023:01:02 10:50:41,393
3,2023:01:02 10:50:41,2656.5
1,2023:01:02 10:51:11,1208.2
2,2023:01:02 10:51:11,2798.2
3,2023:01:02 10:51:11,883.1
1,2023:01:02 10:51:41,2823.5
2,2023:01:02 10:51:41,2329
3,2023:01:02 10:51:41,1181.2
1,2023:01:02 10:52:11,325.6
2,2023:01:02 10:52:11,1580.2
3,2023:01:02 10:52:11,144.8
1,2023:01:02 10:52:41,651.3
2,2023:01:02 10:52:41,2612.6
3,2023:01:02 10:52:41,1849.7
1,2023:01:02 10:53:11,2706.4
2,2023:01:02 10:53:11,321.5
3,2023:01:02 10:53:11,1229.3
1,2023:01:02 10:53:41,3190.7
2,2023:01:02 10:53:41,843.7
3,2023:01:02 10:53:41,1841.8
1,2023:01:02 10:54:11,1633.8
2,2023:01:02 10:54:11,2242.4
3,2023:01:02 10:54:11,7
1,2023:01:02 10:54:41,1118.3
2,2023:01:02 10:54:41,634.5
3,2023:01:02 10:54:41,932.8
1,2023:01:02 10:55:11,2605.9
2,2023:01:02 10:55:11,748.3
3,2023:01:02 10:55:11,1922.1
1,2023:01:02 10:55:41,1253.7
2,2023:01:02 10:55:41,1156
3,2023:01:02 10:55:41,3134.9
1,2023:01:02 10:56:11,1092.3
2,2023:01:02 10:56:11,3088.3
3,2023:01:02 10:56:11,1590.5
1,2023:01:02 10:56:41,1584.7
2,2023:01:02 10:56:41,2931.3
3,2023:01:02 10:56:41,278.6
1,2023:01:02 10:57:11,2698.4
2,2023:01:02 10:57:11,1440.9
3,2023:01:02 10:57:11,1023.4
1,2023:01:02 10:57:41,1250
2,2023:01:02 10:57:41,197
3,2023:01:02 10:57:41,83.9
1,2023:01:02 10:58:11,2115.7
2,2023:01:02 10:58:11,566.8
3,2023:01:02 10:58:11,385.6
1,2023:01:02 10:58:41,448.5
2,2023:01:02 10:58:41,2359.2
3,2023:01:02 10:58:41,3102.2
1,2023:01:02 10:59:11,473.3
2,2023:01:02 10:59:11,3273.5
3,2023:01:02 10:59:11,1138.3
1,2023:01:02 10:59:41,982.7
2,2023:01:02 10:59:41,2449.9
3,2023:01:02 10:59:41,306.1
1,2023:01:02 11:00:11,2209
2,2023:01:02 11:00:11,1713.5
3,2023:01:02 11:00:11,1210
1,2023:01:02 11:00:41,2147.9
2,2023:01:02 11:00:41,2657.3
3,2023:01:02 11:00:41,1090.6
1,2023:01:02 11:01:11,688.5
2,2023:01:02 11:01:11,1724.5
3,2023:01:02 11:01:11,1320.9
1,2023:01:02 11:01:41,2583.6
2,2023:01:02 11:01:41,1998.1
3,2023:01:02 11:01:41,2093.9
1,2023:01:02 11:02:11,969.9
2,2023:01:02 11:02:11,3010.1
3,2023:01:02 11:02:11,940.7
1,2023:01:02 11:02:41,3019.5
2,2023:01:02 11:02:41,3121.9
3,2023:01:02 11:02:41,308.4
1,2023:01:02 11:03:11,1142.7
2,2023:01:02 11:03:11,2935.5
3,2023:01:02 11:03:11,2556
1,2023:01:02 11:03:41,2213.3
2,2023:01:02 11:03:41,1545.2
3,2023:01:02 11:03:41,2480
1,2023:01:02 11:04:11,60.3
2,2023:01:02 11:04:11,3168.8
3,2023:01:02 11:04:11,539.8
1,2023:01:02 11:04:41,687.5
2,2023:01:02 11:04:41,1156.9
3,2023:01:02 11:04:41,30.4
1,2023:01:02 11:05:11,1699
2,2023:01:02 11:05:11,2784.3
3,2023:01:02 11:05:11,2955.7
1,2023:01:02 11:05:41,785.7
2,2023:01:02 11:05:41,1131.9
3,2023:01:02 11:05:41,1187.5
1,2023:01:02 11:06:11,2414.9
2,2023:01:02 11:06:11,1819
3,2023:01:02 11:06:11,394.6
1,2023:01:02 11:06:41,1079.8
2,2023:01:02 11:06:41,1946.7
3,2023:01:02 11:06:41,2634.6
1,2023:01:02 11:07:11,2050.9
2,2023:01:02 11:07:11,3008
3,2023:01:02 11:07:11,3047.9
1,2023:01:02 11:07:41,798.1
2,2023:01:02 11:07:41,2320.7
3,2023:01:02 11:07:41,771.9
1,2023:01:02 11:08:11,3213.8
2,2023:01:02 11:08:11,3242.5
3,2023:01:02 11:08:11,169.9
1,2023:01:02 11:08:41,2077
2,2023:01:02 11:08:41,3201.4
3,2023:01:02 11:08:41,3251
1,2023:01:02 11:09:11,1235.5
2,2023:01:02 11:09:11,2423.2
3,2023:01:02 11:09:11,576.5
1,2023:01:02 11:09:41,1861.8
2,2023:01:02 11:09:41,3172
3,2023:01:02 11:09:41,1623.7
1,2023:01:02 11:10:11,2826.4
2,2023:01:02 11:10:11,70.9
3,2023:01:02 11:10:11,3070.3
1,2023:01:02 11:10:41,3254.4
2,2023:01:02 11:10:41,3205
3,2023:01:02 11:10:41,1254.1
1,2023:01:02 11:11:11,430.1
2,2023:01:02 11:11:11,1234.4
3,2023:01:02 11:11:11,1742.7
1,2023:01:02 11:11:41,2614.1
2,2023:01:02 11:11:41,291
3,2023:01:02 11:11:41,1969.6
1,2023:01:02 11:12:11,1482.4
2,2023:01:02 11:12:11,1968.3
3,2023:01:02 11:12:11,3109.8
1,2023:01:02 11:12:41,1064
2,2023:01:02 11:12:41,113.1
3,2023:01:02 11:12:41,1957
1,2023:01:02 11:13:11,2375.4
2,2023:01:02 11:13:11,2353.5
3,2023:01:02 11:13:11,2090.3
1,2023:01:02 11:13:41,1944.5
2,2023:01:02 11:13:41,2760.9
3,2023:01:02 11:13:41,1541.4
1,2023:01:02 11:14:11,2603.2
2,2023:01:02 11:14:11,2291.7
3,2023:01:02 11:14:11,1163
1,2023:01:02 11:14:41,2531.8
2,2023:01:02 11:14:41,1243.2
3,2023:01:02 11:14:41,1441.3
1,2023:01:02 11:15:11,2409
2,2023:01:02 11:15:11,1846.1
3,2023:01:02 11:15:11,13.2
1,2023:01:02 11:15:41,663.5
2,2023:01:02 11:15:41,2151.7
3,2023:01:02 11:15:41,2664.5
1,2023:01:02 11:16:11,932.1
2,2023:01:02 11:16:11,181.8
3,2023:01:02 11:16:11,2180.5
1,2023:01:02 11:16:41,433.3
2,2023:01:02 11:16:41,472.1
3,2023:01:02 11:16:41,1524.6
1,2023:01:02 11:17:11,497
2,2023:01:02 11:17:11,1578.8
3,2023:01:02 11:17:11,2639.4
1,2023:01:02 11:17:41,3100.8
2,2023:01:02 11:17:41,1722.7
3,2023:01:02 11:17:41,883.5
1,2023:01:02 11:18:11,2057.7
2,2023:01:02 11:18:11,567.5
3,2023:01:02 11:18:11,20.5
1,2023:01:02 11:18:41,2005
2,2023:01:02 11:18:41,1464.2
3,2023:01:02 11:18:41,1925.4
1,2023:01:02 11:19:11,3031.8
2,2023:01:02 11:19:11,139
3,2023:01:02 11:19:11,1872.4
1,2023:01:02 11:19:41,97.9
2,2023:01:02 11:19:41,3136.5
3,2023:01:02 11:19:41,1475.4
1,2023:01:02 11:20:11,317.1
2,2023:01:02 11:20:11,1402.2
3,2023:01:02 11:20:11,584.4
1,2023:01:02 11:20:41,1726.7
2,2023:01:02 11:20:41,2250.9
3,2023:01:02 11:20:41,241
1,2023:01:02 11:21:11,1187.2
2,2023:01:02 11:21:11,1655.2
3,2023:01:02 11:21:11,1587.4
1,2023:01:02 11:21:41,1697.7
2,2023:01:02 11:21:41,1369.7
3,2023:01:02 11:21:41,1537
1,2023:01:02 11:22:11,994.1
2,2023:01:02 11:22:11,2026.7
3,2023:01:02 11:22:11,1234.1
1,2023:01:02 11:22:41,61.7
2,2023:01:02 11:22:41,2496.8
3,2023:01:02 11:22:41,2506.5
1,2023:01:02 11:23:11,2732.1
2,2023:01:02 11:23:11,1865.5
3,2023:01:02 11:23:11,1672.7
1,2023:01:02 11:23:41,2691.4
2,2023:01:02 11:23:41,828.3
3,2023:01:02 11:23:41,213.7
1,2023:01:02 11:24:11,693.2
2,2023:01:02 11:24:11,2654.9
3,2023:01:02 11:24:11,116.2
1,2023:01:02 11:24:41,1288.2
2,2023:01:02 11:24:41,1403.5
3,2023:01:02 11:24:41,2859.2
1,2023:01:02 11:25:11,2513.5
2,2023:01:02 11:25:11,893
3,2023:01:02 11:25:11,253.4
1,2023:01:02 11:25:41,1752
2,2023:01:02 11:25:41,1772.8
3,2023:01:02 11:25:41,2968.8
1,2023:01:02 11:26:11,1972.4
2,2023:01:02 11:26:11,2663.4
3,2023:01:02 11:26:11,2523.3
1,2023:01:02 11:26:41,560.3
2,2023:01:02 11:26:41,1712.5
3,2023:01:02 11:26:41,612.2
1,2023:01:02 11:27:11,1278.2
2,2023:01:02 11:27:11,2076
3,2023:01:02 11:27:11,1706.5
1,2023:01:02 11:27:41,3193
2,2023:01:02 11:27:41,2826.4
3,2023:01:02 11:27:41,542.3
1,2023:01:02 11:28:11,2332.2
2,2023:01:02 11:28:11,448.6
3,2023:01:02 11:28:11,2890.8
1,2023:01:02 11:28:41,1463.8
2,2023:01:02 11:28:41,863.1
3,2023:01:02 11:28:41,156.5
1,2023:01:02 11:29:11,642.6
2,2023:01:02 11:29:11,436.2
3,2023:01:02 11:29:11,56.3
1,2023:01:02 11:29:41,837.8
2,2023:01:02 11:29:41,1441.9
3,2023:01:02 11:29:41,3185.1
1,2023:01:02 11:30:11,874.1
2,2023:01:02 11:30:11,2531.5
3,2023:01:02 11:30:11,1307.6
1,2023:01:02 11:30:41,2116.8
2,2023:01:02 11:30:41,1152.1
3,2023:01:02 11:30:41,3009.8
1,2023:01:02 11:31:11,1958.7
2,2023:01:02 11:31:11,2053.1
3,2023:01:02 11:31:11,723.9
1,2023:01:02 11:31:41,833.9
2,2023:01:02 11:31:41,2055.2
3,2023:01:02 11:31:41,2683
1,2023:01:02 11:32:11,2047.4
2,2023:01:02 11:32:11,2078.1
3,2023:01:02 11:32:11,374.2
1,2023:01:02 11:32:41,911.8
2,2023:01:02 11:32:41,290
3,2023:01:02 11:32:41,2970
1,2023:01:02 11:33:11,2423.4
2,2023:01:02 11:33:11,2560.6
3,2023:01:02 11:33:11,1068
1,2023:01:02 11:33:41,979
2,2023:01:02 11:33:41,692.3
3,2023:01:02 11:33:41,1739.9
1,2023:01:02 11:34:11,816.8
2,2023:01:02 11:34:11,48.5
3,2023:01:02 11:34:11,1963.4
1,2023:01:02 11:34:41,2545.5
2,2023:01:02 11:34:41,754.4
3,2023:01:02 11:34:41,244.4
1,2023:01:02 11:35:11,3070.8
2,2023:01:02 11:35:11,2080
3,2023:01:02 11:35:11,2521.9
1,2023:01:02 11:35:41,3051.8
2,2023:01:02 11:35:41,1634.9
3,2023:01:02 11:35:41,2894.7
1,2023:01:02 11:36:11,758
2,2023:01:02 11:36:11,2929.9
3,2023:01:02 11:36:11,2144.8
1,2023:01:02 11:36:41,68.4
2,2023:01:02 11:36:41,2611.9
3,2023:01:02 11:36:41,2913.2
1,2023:01:02 11:37:11,2334
2,2023:01:02 11:37:11,1188.8
3,2023:01:02 11:37:11,977
1,2023:01:02 11:37:41,1929.7
2,2023:01:02 11:37:41,2143.3
3,2023:01:02 11:37:41,1514
1,2023:01:02 11:38:11,262.2
2,2023:01:02 11:38:11,1454.5
3,2023:01:02 11:38:11,554
1,2023:01:02 11:38:41,2072.7
2,2023:01:02 11:38:41,1825
3,2023:01:02 11:38:41,2108.2
1,2023:01:02 11:39:11,2924.7
2,2023:01:02 11:39:11,2809.9
3,2023:01:02 11:39:11,2005
1,2023:01:02 11:39:41,1773
2,2023:01:02 11:39:41,839.6
